"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"documentaryFormType/FRAN_RI_001-d5b8d3ez8c-mlmlps3dtnb6","d5b8d3ez8c-mlmlps3dtnb6","DocumentaryFormType","document graphique","document dessiné | document figuré | document peint | estampe | gravure","liste d'autorité archives locales : édition 2011 nouveau descripteur qui remplace document figuré",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d5b8d41cch--81zpek4vv4lp","d5b8d41cch--81zpek4vv4lp","DocumentaryFormType","document photographique","photographie","liste d'autorité archives locales : édition 2011 nouveau descripteur qui remplace photographie.",,"documentaryFormType/FRAN_RI_001-d5b8d3ez8c-mlmlps3dtnb6","document graphique",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8c7kty--1jayoglt0nbys","d3nd8c7kty--1jayoglt0nbys","DocumentaryFormType","document préparatoire",,"A n'utiliser que pour des documents de cabinet ministériel.",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cauyi-zz087oqu7vc","d3nd8cauyi-zz087oqu7vc","DocumentaryFormType","donation","don",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cppz6--vy9l7i1cqerr","d3nd8cppz6--vy9l7i1cqerr","DocumentaryFormType","échange",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d5b8d3lnso--aa93h30v1xxk","d5b8d3lnso--aa93h30v1xxk","DocumentaryFormType","écrit du for privé","livre de raison | journal intime","liste d'autorité archives locales : édition 2011 nouveau descripteur.",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cqjak--6kazwjfiraz1","d3nd8cqjak--6kazwjfiraz1","DocumentaryFormType","édit",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cs6kl--1rj0hw58nlipu","d3nd8cs6kl--1rj0hw58nlipu","DocumentaryFormType","enquête",,,,,,,"documentaryFormType/FRAN_RI_001-d3nd8ct0bi-j2s6oluymdb0",,,,,,
"documentaryFormType/FRAN_RI_001-d699mmy0b4q-3c0d3scqeg5r","d699mmy0b4q-3c0d3scqeg5r","DocumentaryFormType","enquête d'opinion","sondage d'opinion | sondage","Terme employé également dans les référentiels Matières et Fonctions.",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-9zyvvh698-15cn917pr1q9n","d-9zyvvh698-15cn917pr1q9n","DocumentaryFormType","enquête judiciaire",,"L’enquête judiciaire regroupe les investigations effectuées pour déterminer les auteurs d’une infraction ainsi que les conditions dans lesquelles celle-ci a été commise.",,,,,,,,,,,"24/09/2021 : Ajouté le [24/09/2021]"
"documentaryFormType/FRAN_RI_001-d-3q0g8xep0--e1puq48y7qr8","d-3q0g8xep0--e1puq48y7qr8","DocumentaryFormType","entretien","interview","Échange de propos sur un sujet déterminé. Le terme est à employer quelle que soit la forme de la captation (écrite, filmée, enregistrée…)",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ct0bi-j2s6oluymdb0","d3nd8ct0bi-j2s6oluymdb0","DocumentaryFormType","étude","étude technique | livre blanc","Terme employé également dans les référentiels Matières et Fonctions.",,,,,"documentaryFormType/FRAN_RI_001-d3nd8cs6kl--1rj0hw58nlipu",,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cttmv-l7h2ocjuub4j","d3nd8cttmv-l7h2ocjuub4j","DocumentaryFormType","faire-part",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cun60--uh9evbx7ph8h","d3nd8cun60--uh9evbx7ph8h","DocumentaryFormType","fiche",,,,,,,,,,,,"https://rdf.archives-nationales.culture.gouv.fr/recordSetType/FRAN_RI_001-d3nd8cw9ss--1lp7knf1ldpoh",
"documentaryFormType/FRAN_RI_001-d3nd8cvghe-1kylp0q3gbg04","d3nd8cvghe-1kylp0q3gbg04","DocumentaryFormType","fiche nominative","fiche biographique",,,"documentaryFormType/FRAN_RI_001-d3nd8cun60--uh9evbx7ph8h","fiche",,,,,,,"https://rdf.archives-nationales.culture.gouv.fr/recordSetType/FRAN_RI_001-d3nd8cjyto-q7qr9ug1zqo4",
"documentaryFormType/FRAN_RI_001-d3m00w7j24y--17vivdkfnfhha","d3m00w7j24y--17vivdkfnfhha","DocumentaryFormType","fondation",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cxxic--9xd6djdhyy3d","d3nd8cxxic--9xd6djdhyy3d","DocumentaryFormType","fondation pieuse",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8cyr1h--sqsuax6fmjnx","d3nd8cyr1h--sqsuax6fmjnx","DocumentaryFormType","formulaire administratif",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8czkkm-w478232b1n0t","d3nd8czkkm-w478232b1n0t","DocumentaryFormType","indemnité",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d0dvz-9ipzdhdzysbw","d3nd8d0dvz-9ipzdhdzysbw","DocumentaryFormType","inventaire",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d1j9y--1stj96clt05y3","d3nd8d1j9y--1stj96clt05y3","DocumentaryFormType","inventaire après décès",,,,"documentaryFormType/FRAN_RI_001-d3nd8d0dvz-9ipzdhdzysbw","inventaire",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d2g98--1nsfre3g9sc57","d3nd8d2g98--1nsfre3g9sc57","DocumentaryFormType","laissez-passer",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3m00w8763s-tu17dgdf4059","d3m00w8763s-tu17dgdf4059","DocumentaryFormType","lettre de change",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d3a7w-rqrq3hod8rjj","d3nd8d3a7w-rqrq3hod8rjj","DocumentaryFormType","lettre de mission",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d4wun--5fx3alx73y2a","d3nd8d4wun--5fx3alx73y2a","DocumentaryFormType","liquidation","dissolution","Terme employé également dans le référentiel Fonctions.",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d5qds--1ik00q3toqh7h","d3nd8d5qds--1ik00q3toqh7h","DocumentaryFormType","liste","rôle | nomenclature",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-a30srcwqc-iqa4ovt0t2mp","d-a30srcwqc-iqa4ovt0t2mp","DocumentaryFormType","liste d’actes notariés",,"Subdivision logique d'un répertoire de notaire, concernant le plus souvent une période donnée, par exemple une année. (source : Département du Minutier central des notaires de Paris)",,"documentaryFormType/FRAN_RI_001-d3nd8d5qds--1ik00q3toqh7h","liste",,"documentaryFormType/FRAN_RI_001-d-a04blhkno-92bbw9jou9ed | documentaryFormType/FRAN_RI_001-d3nd89nbho-16u3osxzn3rkw | documentaryFormType/FRAN_RI_001-d-a9cel0wzc--1ki1j5devjps",,,,,,"02/05/2022 : ajouté le [02/05/2022]"
"documentaryFormType/FRAN_RI_001-d3nd8d6jwx-1w1u7lgvs2456","d3nd8d6jwx-1w1u7lgvs2456","DocumentaryFormType","liste électorale","fichier électoral",,,"documentaryFormType/FRAN_RI_001-d3nd8d5qds--1ik00q3toqh7h","liste",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d7dg2--xr5j8rtdxjz6","d3nd8d7dg2--xr5j8rtdxjz6","DocumentaryFormType","liste nominative",,,,"documentaryFormType/FRAN_RI_001-d3nd8d5qds--1ik00q3toqh7h","liste",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d90al--tpw5gwi66l5","d3nd8d90al--tpw5gwi66l5","DocumentaryFormType","livre comptable","grand livre | journal centralisateur | livre journal",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dd20g-1ay3usivasvn9","d3nd8dd20g-1ay3usivasvn9","DocumentaryFormType","livre d'or",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8deo7p--14r13itx7glib","d3nd8deo7p--14r13itx7glib","DocumentaryFormType","livre liturgique","missel | bréviaire",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dfhqu--1avccnr4bnfxb","d3nd8dfhqu--1avccnr4bnfxb","DocumentaryFormType","livret militaire",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dgb27-14noniz1f0m86","d3nd8dgb27-14noniz1f0m86","DocumentaryFormType","livret ouvrier",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dh4dl-1sevjg3qz870","d3nd8dh4dl-1sevjg3qz870","DocumentaryFormType","loi",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ew42y--1xrcx35yo3e4b","d3nd8ew42y--1xrcx35yo3e4b","DocumentaryFormType","main courante",,,,"documentaryFormType/FRAN_RI_001-d3nd8evac2--7ly6xmca840y","registre",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dhxh7--1l0rrc8cmohcj","d3nd8dhxh7--1l0rrc8cmohcj","DocumentaryFormType","mainlevée",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dkphx-1n957atl82nyo","d3nd8dkphx-1n957atl82nyo","DocumentaryFormType","maquette",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8bi371-1mjp07dkae4vt","d3nd8bi371-1mjp07dkae4vt","DocumentaryFormType","marché",,"Type de contrat concernant essentiellement la construction et l'artisanat.",,"documentaryFormType/FRAN_RI_001-d3nd8bffx1--ohw07a50f03g","contrat",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dpmgz--n5vhfdtyuaf6","d3nd8dpmgz--n5vhfdtyuaf6","DocumentaryFormType","marque de fabrique",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dzbgn--kx5r3hrwq042","d3nd8dzbgn--kx5r3hrwq042","DocumentaryFormType","médaille",,,,"documentaryFormType/FRAN_RI_001-d3nd8dyhxi--4gp1f9bymco5","objet",,,,,,,,
"documentaryFormType/FRAN_RI_001-d-3r0ewyk9g--1hyj5aws1ikj0","d-3r0ewyk9g--1hyj5aws1ikj0","DocumentaryFormType","mémoire judiciaire",,"Document écrit adressé à une juridiction dans lequel les parties exposent leurs demandes et arguments respectifs",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d-a9cel0wzc--1ki1j5devjps","d-a9cel0wzc--1ki1j5devjps","DocumentaryFormType","mention d’acte notarié",,"Mention d’un acte dans une liste d'actes notariés. Le notaire y spécifie toujours la date de l’acte (année et mois, pas toujours le quantième dans le mois), le type d’acte, le nom de l’intéressé ou des parties. (source : département du Minutier central des notaires de Paris)",,,,,"documentaryFormType/FRAN_RI_001-d-a30srcwqc-iqa4ovt0t2mp | documentaryFormType/FRAN_RI_001-d-a04blhkno-92bbw9jou9ed | documentaryFormType/FRAN_RI_001-d3nd89nbho-16u3osxzn3rkw",,,,,,"02/05/2022 : ajouté le [02/05/2022]"
"documentaryFormType/FRAN_RI_001-d3nd8dr8o8-f8cat616tba6","d3nd8dr8o8-f8cat616tba6","DocumentaryFormType","menu",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8fcr4e-s5wrmy9gzwd9","d3nd8fcr4e-s5wrmy9gzwd9","DocumentaryFormType","mercuriale",,,,"documentaryFormType/FRAN_RI_001-d3nd8fbxdh--bci2l9pio3m9","tarif",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd89r14z-1fb7upmwc7u9n","d3nd89r14z-1fb7upmwc7u9n","DocumentaryFormType","minute notariale",,"Premier original d’un acte notarié, complet de toutes ses annexes, dont le notaire a charge de la conservation jusqu’à ce que la loi en transfère la responsabilité à un service public d’archives. La minute est signée du ou des notaires et des parties à l’acte. Elle est inscrite au répertoire de ce même notaire et fait foi (valeur probatoire), constituant un acte authentique au sens du Code civil. (source : Département du Minutier central des notaires de Paris)",,"documentaryFormType/FRAN_RI_001-d3nd89nbho-16u3osxzn3rkw","acte notarié",,,,"http://www.cei.lmu.de/VID/#VID_353",,,"https://rdf.archives-nationales.culture.gouv.fr/recordState/FRAN_RI_001-d-60xqn2has--17fino3q6vkd2","02/05/2022 : définition ajoutée le [02/05/2022] | 31/07/2024 : relation VID ajoutée le [31/07/2024] | 31/07/2024 : relation d'association ajoutée le [31/07/2024] | 14/03/2022 : classe modifiée (changée en DocumentaryFormType) le [14/03/2022]"
"documentaryFormType/FRAN_RI_001-d3nd8dqfsd-rhe7zwagavj2","d3nd8dqfsd-rhe7zwagavj2","DocumentaryFormType","modèle de fabrique",,,,"documentaryFormType/FRAN_RI_001-d3nd8dpmgz--n5vhfdtyuaf6","marque de fabrique",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dsuvh-ldi2yrasulx3","d3nd8dsuvh-ldi2yrasulx3","DocumentaryFormType","motion","voeu",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dtnrb-9iwtzotghozd","d3nd8dtnrb-9iwtzotghozd","DocumentaryFormType","motion parlementaire",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d5b8d3mwms--hg04367s1uad","d5b8d3mwms--hg04367s1uad","DocumentaryFormType","nécrologie",,"liste d'autorité archives locales : édition 2011 nouveau descripteur.",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3m00w87l5p--n59ufveu4od0","d3m00w87l5p--n59ufveu4od0","DocumentaryFormType","nomination","présentation",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dugn6--1jz7jus1oxmrk","d3nd8dugn6--1jz7jus1oxmrk","DocumentaryFormType","norme",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dv9j1-1wzteoks8ncyf","d3nd8dv9j1-1wzteoks8ncyf","DocumentaryFormType","note",,,,,,,"documentaryFormType/FRAN_RI_001-d3nd8bae78-1sgv3dojeymw1 | documentaryFormType/FRAN_RI_001-d3nd8ef4bo-p1s4bb3ribhy | documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp",,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dw2mo--1khfprp60ozcr","d3nd8dw2mo--1khfprp60ozcr","DocumentaryFormType","note de renseignement",,"A utiliser exclusivement pour les documents produits par les services de renseignement.",,"documentaryFormType/FRAN_RI_001-d3nd8dv9j1-1wzteoks8ncyf","note",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dwvij--dxmn3hgfi7ft","d3nd8dwvij--dxmn3hgfi7ft","DocumentaryFormType","note de service",,,,"documentaryFormType/FRAN_RI_001-d3nd8dv9j1-1wzteoks8ncyf","note",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dxom5--1n6okrudb7a4s","d3nd8dxom5--1n6okrudb7a4s","DocumentaryFormType","notoriété","certificat de vie | certificat après décès",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dyhxi--4gp1f9bymco5","d3nd8dyhxi--4gp1f9bymco5","DocumentaryFormType","objet",,"S'emploie pour signaler la présence de produits publicitaires et de promotion, comme les stylos, les tee-shirts, les épinglettes, etc., d'autres types d'objets comme les brassards d'enfants, des banderoles, des échantillons de tissus, des objets de bonneterie, etc...",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e0yqp-1qnzg5md0cw8q","d3nd8e0yqp-1qnzg5md0cw8q","DocumentaryFormType","obligation",,"Terme désignant le lien de droit créé par l'effet de la loi ou par la volonté de celui ou de ceux qui s'engagent en vue de fournir ou de recevoir un bien ou une prestation. Dans le langage courant cette expression est souvent prise comme synonyme de contrat ou de convention. En fait un contrat est constitué d'un ensemble d'obligations (S. Braudo, dictionnaire du droit privé. dictionnaire-juridique.com).",,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e1shl-1dj0p1ikqjdhk","d3nd8e1shl-1dj0p1ikqjdhk","DocumentaryFormType","ordonnance",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d43ja-1ba23lmjf0lwp","d3nd8d43ja-1ba23lmjf0lwp","DocumentaryFormType","ordre de mission",,,,"documentaryFormType/FRAN_RI_001-d3nd8d3a7w-rqrq3hod8rjj","lettre de mission",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e2mg9--a5cn1qxaesq2","d3nd8e2mg9--a5cn1qxaesq2","DocumentaryFormType","organigramme",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e3fze--1tzou1wedwinf","d3nd8e3fze--1tzou1wedwinf","DocumentaryFormType","ouvrage imprimé",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e4fjt--v7edms58lehc","d3nd8e4fjt--v7edms58lehc","DocumentaryFormType","panneau d'exposition",,,,"documentaryFormType/FRAN_RI_001-d3nd8dyhxi--4gp1f9bymco5","objet",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e592y--1eh3sssxpxr0n","d3nd8e592y--1eh3sssxpxr0n","DocumentaryFormType","partage","succession",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8axyhf--o5847a110xxj","d3nd8axyhf--o5847a110xxj","DocumentaryFormType","partition musicale",,,,"documentaryFormType/FRAN_RI_001-d3nd8ax1i4--1i4lwg89chtsh","chanson",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e62m3-724g1kg5vvjd","d3nd8e62m3-724g1kg5vvjd","DocumentaryFormType","passeport",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e6w58-4be3g9bj3owp","d3nd8e6w58-4be3g9bj3owp","DocumentaryFormType","permis","licence",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e7pw5-wqa045fjwwu5","d3nd8e7pw5-wqa045fjwwu5","DocumentaryFormType","permis de recherche",,,,"documentaryFormType/FRAN_RI_001-d3nd8e6w58-4be3g9bj3owp","permis",,,,,,,,
"documentaryFormType/FRAN_RI_001-d699mmxkbwm-43y86jcikpoj","d699mmxkbwm-43y86jcikpoj","DocumentaryFormType","pétition","adresse politique",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8d9t6g--15b2xaj9jrcis","d3nd8d9t6g--15b2xaj9jrcis","DocumentaryFormType","pièce comptable","titre de recette | quitus | pièce justificative de dépenses | ordre de reversement | ordre de recouvrement | ordonnance de paiement | mandat de paiement | facture | décompte définitif | mémoire",,,"documentaryFormType/FRAN_RI_001-d3nd8d90al--tpw5gwi66l5","livre comptable",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8e9d66-1pi3xr1bfuemw","d3nd8e9d66-1pi3xr1bfuemw","DocumentaryFormType","placard",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3m00w8g07q-sdu6w3nalpjf","d3m00w8g07q-sdu6w3nalpjf","DocumentaryFormType","plan",,,,"documentaryFormType/FRAN_RI_001-d5b8d3ez8c-mlmlps3dtnb6","document graphique",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ea6x3-1hloa5w84ykem","d3nd8ea6x3-1hloa5w84ykem","DocumentaryFormType","plan cadastral",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d5b8d39l88-ayk74wlyh5u7","d5b8d39l88-ayk74wlyh5u7","DocumentaryFormType","plan d'architecture",,,,"documentaryFormType/FRAN_RI_001-d5b8d3ez8c-mlmlps3dtnb6","document graphique",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8eb08g--1106d226t24ck","d3nd8eb08g--1106d226t24ck","DocumentaryFormType","plan d'urbanisme","plan d'alignement",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ebtrl--1lrfjh1qyje5z","d3nd8ebtrl--1lrfjh1qyje5z","DocumentaryFormType","plan local d'urbanisme","PLU | POS | plan d'occupation des sols",,,"documentaryFormType/FRAN_RI_001-d3nd8eb08g--1106d226t24ck","plan d'urbanisme",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8fg18y-170lylob5uuur","d3nd8fg18y-170lylob5uuur","DocumentaryFormType","plan terrier","atlas terrier",,,"documentaryFormType/FRAN_RI_001-d3nd8ff7xk-z0gyte45gv23","terrier",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8edh1n--6pmbenfru38u","d3nd8edh1n--6pmbenfru38u","DocumentaryFormType","procès-verbal",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8eead0--3bapblsmqsry","d3nd8eead0--3bapblsmqsry","DocumentaryFormType","procès-verbal d'élection",,,,"documentaryFormType/FRAN_RI_001-d3nd8edh1n--6pmbenfru38u","procès-verbal",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ef4bo-p1s4bb3ribhy","d3nd8ef4bo-p1s4bb3ribhy","DocumentaryFormType","procès-verbal de séance","procès-verbal de réunion",,,"documentaryFormType/FRAN_RI_001-d3nd8edh1n--6pmbenfru38u","procès-verbal",,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp | documentaryFormType/FRAN_RI_001-d3nd8dv9j1-1wzteoks8ncyf | documentaryFormType/FRAN_RI_001-d3nd8bae78-1sgv3dojeymw1",,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8efxut-73bdmxk10sbw","d3nd8efxut-73bdmxk10sbw","DocumentaryFormType","procuration","pouvoir | commission | délégation",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8egrdy-1x1n0tuc6tt62","d3nd8egrdy-1x1n0tuc6tt62","DocumentaryFormType","profession de foi",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ehl4u-1d4vs2jzu1dg1","d3nd8ehl4u-1d4vs2jzu1dg1","DocumentaryFormType","programme",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8c8eku--r057lyeffdqo","d3nd8c8eku--r057lyeffdqo","DocumentaryFormType","projet de loi",,"Projet de texte législatif déposé au Parlement à l’initiative du gouvernement (vie-publique.fr). Terme employé également dans le référentiel Matières.",,"documentaryFormType/FRAN_RI_001-d3nd8c7kty--1jayoglt0nbys","document préparatoire",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8eieg8-1dufykarlxz3g","d3nd8eieg8-1dufykarlxz3g","DocumentaryFormType","promesse",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8c97w8--dnuy8p45vg4v","d3nd8c97w8--dnuy8p45vg4v","DocumentaryFormType","proposition de loi",,"Projet de texte législatif déposé au Parlement à l’initiative d’un ou plusieurs parlementaires (vie-publique.fr). Terme employé également dans le référentiel Matières.",,"documentaryFormType/FRAN_RI_001-d3nd8c7kty--1jayoglt0nbys","document préparatoire",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd89ryrj--o10l2ijvrpqj","d3nd89ryrj--o10l2ijvrpqj","DocumentaryFormType","protêt","protestation | protest","Le ""protêt"" est un acte formel par lequel un huissier ou un notaire qui a présenté un effet de commerce (billet à ordre ou lettre de change) au tiré constate, si la présentation est faite avant l'échéance, que le tiré refuse de l'accepter, ou, si la présentation est faite à l'échéance, que le tiré refuse de payer ou déclare ne pas pouvoir payer la somme pour laquelle le titre a été créé. (S. Braudo, dictionnaire du droit privé. dictionnaire-juridique.com)",,"documentaryFormType/FRAN_RI_001-d3nd89nbho-16u3osxzn3rkw","acte notarié",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ej7zd-o3oclccebvl","d3nd8ej7zd-o3oclccebvl","DocumentaryFormType","publication officielle",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ek1ar--1g1f8set4d7oa","d3nd8ek1ar--1g1f8set4d7oa","DocumentaryFormType","publication périodique",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8elosk-otgow1r6uhwc","d3nd8elosk-otgow1r6uhwc","DocumentaryFormType","questionnaire",,,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8emhw6--rupez9gtu0e7","d3nd8emhw6--rupez9gtu0e7","DocumentaryFormType","questionnaire d'enquête","feuille de ménage | document de base",,,"documentaryFormType/FRAN_RI_001-d3nd8elosk-otgow1r6uhwc","questionnaire",,"documentaryFormType/FRAN_RI_001-d3nd8f7o41-9cqbc6rfh0vz",,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ekv1n--1u7uepiigbfqx","d3nd8ekv1n--1u7uepiigbfqx","DocumentaryFormType","question parlementaire","question orale | question écrite",,,,,,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8dc8p2-nyxarkw0ppoi","d3nd8dc8p2-nyxarkw0ppoi","DocumentaryFormType","quittance",,,,"documentaryFormType/FRAN_RI_001-d3nd8d9t6g--15b2xaj9jrcis","pièce comptable",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","d3nd8enb7k-1qnyt9apv8kp","DocumentaryFormType","rapport",,,,,,,"documentaryFormType/FRAN_RI_001-d3nd8ef4bo-p1s4bb3ribhy | documentaryFormType/FRAN_RI_001-d3nd8dv9j1-1wzteoks8ncyf | documentaryFormType/FRAN_RI_001-d3nd8bae78-1sgv3dojeymw1",,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8eo4qp-jbnqxqbck7hc","d3nd8eo4qp-jbnqxqbck7hc","DocumentaryFormType","rapport d'activité","bilan d'activité",,,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8ephw0-e8yd9fnc9jg4","d3nd8ephw0-e8yd9fnc9jg4","DocumentaryFormType","rapport d'expertise",,,,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8eqc2f-16m16wcjqinq0","d3nd8eqc2f-16m16wcjqinq0","DocumentaryFormType","rapport d'inspection",,,,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,
"documentaryFormType/FRAN_RI_001-d3nd8er613-rkvliu4vixfb","d3nd8er613-rkvliu4vixfb","DocumentaryFormType","rapport de mission",,,,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,
"documentaryFormType/FRAN_RI_001-d-9znm4smzw-6l0o7waf3hoh","d-9znm4smzw-6l0o7waf3hoh","DocumentaryFormType","rapport de préfet",,"Typologie documentaire par laquelle le préfet rend compte au ministère de l’Intérieur de la situation politique, économique et sociale du département. La périodicité et l’organisation interne du rapport sont encadrées par circulaire. Outre le rapport d’ensemble, le plus souvent mensuel, les préfets peuvent être sollicités sur un sujet précis.",,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,"24/09/2021 : Ajouté le [24/09/2021]"
"documentaryFormType/FRAN_RI_001-d5b8d3d2om--1ln9pxb9dh20t","d5b8d3d2om--1ln9pxb9dh20t","DocumentaryFormType","rapport des forces de l'ordre","rapport de police | rapport de gendarmerie",,,"documentaryFormType/FRAN_RI_001-d3nd8enb7k-1qnyt9apv8kp","rapport",,,,,,,,
